Params: {'layers': [12, 12], 'activation': ['leakyrelu', 0.3], 'rate': 0.01, 'dynamic_rate': False, 'batch': 128, 'init': 'random_uniform'}
Loss: 95.4243087891

1886.73797246,1249.91631484
1254.26512305,1248.30372715
1253.75264043,1247.84442656
1252.19598984,1243.21145566
1223.17270371,1169.41381758
1089.67441875,1049.43120078
1023.86225137,846.56377207
963.082743652,765.15075957
929.392186035,911.569574023
892.038005762,596.394831836
840.341384033,705.730902734
780.837961475,1142.56378789
724.574200195,841.243273242
689.544915137,912.120641797
659.499410693,437.391268359
631.217798413,717.44938125
607.735143091,674.79145752
586.245844727,645.15201582
571.456179639,356.685300537
553.174890649,601.049277344
536.848865918,651.760764063
523.79041355,321.434308008
507.418103052,352.746426465
494.416829053,596.73307373
483.381775635,450.704883252
475.58438584,643.851091406
463.720235522,348.099619873
450.455699756,488.859097168
443.374916821,457.546102979
434.047919238,543.094183008
426.837532056,510.387086328
414.242437769,435.990018506
405.964182788,350.323679395
397.692170044,387.022715869
389.289188403,389.905319385
379.5159229,468.731570117
373.141295239,375.236039844
363.524218994,380.744563965
361.279587305,265.593320605
353.84264043,336.51784292
348.088064355,456.614374121
343.288582642,410.666791602
339.346507056,383.527818896
335.438027759,283.677747412
330.603307764,366.480776758
324.484295093,273.388680566
325.4435021,295.955187109
319.060215259,309.959917188
314.927503735,352.244822266
312.285124658,321.341880713
309.192474243,352.666464551
306.818826245,308.120561426
302.273377515,291.05696748
302.328398267,301.993141211
299.431811523,291.366956934
295.529591479,329.932161572
293.172625903,256.106163867
290.138718164,276.268168457
289.268219775,312.250227051
285.142078418,288.589760596
284.787377368,367.173302832
281.22536355,225.225006006
279.358986401,293.096487012
276.896981372,266.087763672
275.560635449,333.189825439
273.311714893,287.155436426
270.073659692,306.26666543
268.806121045,226.199616211
266.918061035,300.47352168
264.71781189,253.111164697
262.413891968,253.739503418
261.667333521,216.791989648
259.5323729,282.010086865
258.116178052,215.909812354
253.775331616,246.736278833
255.246963062,268.602866943
251.329041675,247.700713623
250.44199209,238.368788867
247.101463989,274.792814868
247.774094946,273.507551514
245.378489355,261.392498486
243.162239575,223.949861816
240.510236499,216.211957666
240.230685449,217.321720508
239.51949021,201.266530029
237.311530688,240.113117627
235.356063306,284.038966504
233.735325977,231.65218833
231.939944214,259.019432129
231.714970752,211.73597041
228.075327539,239.268322754
227.521071729,216.504673438
225.893620435,228.082724219
225.432587915,218.227282544
222.761475781,198.487206274
223.329511401,237.606075732
222.731265356,245.044585352
219.712420752,245.815134717
220.476785229,233.925393359
219.789724951,246.443471924
217.412999023,232.593509058
216.988116089,236.065358984
215.225002783,232.917081055
213.067572339,219.779423486
213.699609106,190.209862598
211.783946802,267.919557129
209.03036377,178.441888428
209.328970557,246.257049878
207.945412842,207.455560937
206.745940723,184.31711123
206.876348462,196.954351636
204.47062124,195.165389819
204.182813599,210.586935303
204.323953149,168.30812915
200.900085498,171.434808789
200.119627979,238.795038477
199.977734058,205.445994629
198.346028333,243.661853662
196.942136499,206.736065894
195.954448804,196.478861572
